y_true,y_pred,abs_error
0.487407850936851,0.5052594,0.0178515437088399
0.476424410069973,0.41281688,0.0636075279364891
0.525082501930985,0.5437197,0.0186372069885401
0.1517747461135,0.13214377,0.019630980425557498
0.307125154460065,8.466061,8.158935483967669
0.327486948857682,-0.18187444,0.5093613879779746
0.541262403296728,0.52349913,0.01776327209403028
0.487585340722363,-1.2899789,1.7775642025311398
0.498657470720432,0.9168652,0.41820775888619643
0.129975992210535,0.37238258,0.24240658902344328
0.488519870867888,0.5199679,0.031448042759736505
6.4819358759339,20.762632,14.280696494061218
0.522329306212611,0.4990603,0.0232690032398174
0.150680228603288,0.37497425,0.22429402219016903
0.359364143643858,0.5048188,0.14545465346765324
0.526241846042527,0.5310908,0.004848949951277937
0.526482017292455,0.49511084,0.03137117768712361
7.53637285550363,4.9568834,2.5794894250226728
0.508106977903263,0.52082634,0.012719361818416708
0.900642745525017,32.593323,31.692680008381235
0.501669053580908,0.44929898,0.05237007572904029
0.503727868344066,0.5391326,0.03540472671818984
3.01452028133319,-18.928564,21.943084352988464
0.952302943581954,0.9805914,0.028288472776993756
0.480168402052663,0.5095048,0.02933639302179991
0.374154009170305,0.31420606,0.059947945422898996
0.528814958828816,0.48299152,0.04582344223869761
0.126275788328297,2.3488517,2.2225758924273182
0.229878036316608,-0.054844182,0.284722218301271
0.50014498397905,0.51479495,0.01464996173780786
0.511843433460989,0.52261525,0.010771820464334447
1.71048786021298,182.60849,180.89800213002138
0.479845810108835,0.3887553,0.09109051840847182
0.531802802811842,0.50790733,0.023895471822004355
0.144676828860489,0.1064281,0.03824872720166789
0.521059207885835,0.47548348,0.04557573077020394
0.0489372087665448,-0.038111147,0.0870483553059945
0.670075067739709,4.2658286,3.5957535417268436
0.235645857935243,0.3098358,0.07418993365258658
0.598576766894117,-11.7330675,12.331644279406325
0.551696429134914,1.3872657,0.835569253085545
0.510199244352384,0.48776412,0.02243512425045524
0.492841313668752,0.52169955,0.02885823409888716
0.491717515711155,0.52041155,0.028694035287532726
0.513201379998613,0.49804738,0.015153998359132448
0.823420839312092,-1.2878747,2.111295537951008
1.80895913265069,44.776306,42.96734701969306
0.493464652712721,0.5353094,0.04184472161970698
0.315110988603648,0.23343681,0.08167418061357384
0.498924621418823,0.5174137,0.01848905436624171
0.541151686810469,0.47194505,0.06920663943192895
0.510092259979851,0.46585402,0.04423824105323049
2.06142569902965,-4.1878366,6.249262346063341
2.40660115570013,3.0521364,0.6455352655034834
127.621168414483,-6.1150413,133.73620967043394
0.234689606791473,0.94169116,0.7070015534105534
41.0270744793557,223.43167,182.40459666322243
0.809875563404305,19.943497,19.133621140697258
0.52604775924857,0.52902484,0.002977080152675171
5.38894946997504,70.40802,65.0190705495562
0.532051233679634,0.49451315,0.03753807964978784
26.6473582650067,74.779205,48.13184705725892
0.536075107326766,0.5376074,0.0015322644803323904
0.490269642442967,0.4945695,0.004299867778514321
0.123166885625394,0.11858135,0.004585538457902091
0.499643296181547,0.51778513,0.018141835749757917
0.525959281488821,663.02203,662.4960744099175
0.410835624375196,0.41862294,0.007787316403536304
40.858197665885,212.33812,171.47992184095094
0.489515474568933,2.890557,2.401041576136023
0.452634501536521,0.6027774,0.15014291993793577
0.756482460020251,-1.4793643,2.235846735952563
0.503038319869653,0.523119,0.02008065290866734
0.493537984589462,0.49746814,0.003930159112091325
0.482970584344296,2.8335876,2.350617062140079
4.86400080088289,-17.309721,22.173721793924884
0.475944521587846,0.57721525,0.10127073271894721
0.709147777513334,3.9471803,3.2380324936353477
0.515691679760056,-0.035978906,0.5516705856166654
1.07562275184067,-19.375261,20.450884058603364
0.502802818020078,0.34498838,0.15781444211790208
0.245548136866139,0.28402117,0.038473032081080855
18.621839073579,-532.41565,551.0374884876416
0.494228016383634,0.46978956,0.024438451774106418
0.85891750679021,1.0022297,0.14331218376154786
0.163201005414025,0.47437155,0.3111705470533212
0.503116100472563,0.5149828,0.011866719084626887
2.73940017003048,10.116723,7.37732289057743
22.9853810101247,2.4958699,20.489511135170478
0.649639517838731,0.3510477,0.298591823155656
3.65751192108034,-0.43030322,4.08781513706087
2.61519771352356,1.3342516,1.2809460712963872
0.0980132237569087,0.08660607,0.011407153357624336
0.490448345588782,0.40856785,0.08188049976740136
0.17126115553897,0.1469577,0.02430346005480863
0.523236790066091,0.5080576,0.015179195766774622
0.489202342567003,1.4910643,1.0018619675068496
4.11707334235072,-0.6854527,4.802526042011975
0.501408203849855,0.5284388,0.027030602683958516
0.50081121196167,0.49656764,0.004243575233383257
16.5958199682064,438.5057,421.909886818903
4.43371019511364,6315.852,6311.418340586137
0.0978705198458683,0.2358233,0.13795278361520652
0.23760987346419,0.27987406,0.042264183113492504
2.56981493374762,-25.04255,27.6123640670484
0.532895946030316,0.2976487,0.23524724793880902
0.509841917693008,0.5055882,0.004253743826736045
0.156857148204735,0.13816458,0.018692568336418358
0.483408128924974,0.38181534,0.10159278482974388
0.508805512474826,-21.66669,22.17549633889084
0.48867568185488,0.047728416,0.44094726627627623
0.500138690528384,0.7117578,0.21161908859301493
30681.0707406664,379.42822,30301.64251801015
0.181164407567816,0.531471,0.35030660645501116
0.490177223203864,0.5067248,0.01654755163362992
0.514914095705054,0.51328534,0.001628756826422384
0.508033645631266,0.5091177,0.0010840768800255418
0.485923920948,0.44263214,0.04329178221890456
0.510637762627134,0.5009742,0.009663584312925022
3.06583492110263,0.8269346,2.238900345068084
5.57924009714753,19.949759,14.370518432515556
0.503795788085564,0.49912727,0.004668519294365292
1.00145505382091,-2.2879698,3.2894248814728875
28.7129824074435,-17.594395,46.307377091281396
0.127798453472557,0.069191225,0.05860722859949105
3.68068860466953,13.253022,9.572333589239161
0.50472189056059,0.49441886,0.010303031078778502
0.620094063643271,3.0060833,2.3859891864025053
0.715087416585265,-148.90034,149.6154322652181
2.21199105093415,110.71231,108.50031974008148
0.503130152229761,0.4795684,0.023561760191415648
0.523972961254515,0.52261525,0.0013577073291914932
0.301162532880328,0.41617924,0.11501670686958043
0.500622940835129,0.49013716,0.0104857810107577
0.146882424214568,0.46509835,0.3182159270255901
0.946244055057637,0.83848935,0.10775470140086818
0.514374860160094,0.5191042,0.004729322560090288
0.197114607489066,-0.24902065,0.44613525847192276
0.136344015812454,-0.0001786025,0.1365226183074519
0.48142913869458,0.50773364,0.026304504360382175
0.795782049039957,-5.591583,6.387364824155924
1.64604729157809,3.3615484,1.715501132189
0.546538948765537,0.5204515,0.026087462654849736
0.293914830207236,0.4028294,0.10891457843839386
0.74170970442252,0.36965713,0.3720525753732189
