target_true,target_pred,abs_error,rel_error_percent
35.1953968935805,0.48466504,34.710731857379024,98.62293061315107
45.722827342571705,28.135317,17.587510493816822,38.465492000407
21.822201910979295,7.874733,13.947468939787889,63.91412285838382
9.590511968061831,20.539791,10.949279139115903,114.16782728157806
10.754142747045798,20.470057,9.715913786767679,90.34577664906556
19.076301430375096,10.807053,8.269248818070409,43.34828136497847
16.0816255437179,8.986763,7.09486254322962,44.11781958199583
5.49541584367809,7.798746,2.3033302653306986,41.9136664239967
4.349399417893699,5.739404,1.3900047836138691,31.95854530846956
0.29836635455240007,1.3937082,1.0953418745125414,367.113066805317
1.8989136941201998,1.2438672,0.6550465352304293,34.49585609176008
8.367144047310948,8.319185,0.04795879035293993,0.5731799295167272
