target_true,target_pred,abs_error,rel_error_percent
12.107715576120299,0.19504209,11.912673487492484,98.38910909823079
14.864005940819899,8.331069,6.532936948205153,43.95138816692908
2.9772059611428006,6.778218,3.8010118313681858,127.67043600534669
6.420354980885318,2.800894,3.6194609588974034,56.37477942688937
2.9956486285407307,6.352196,3.3565475880425213,112.04743961168755
5.14899318808107,2.8285298,2.3204633533337553,45.06635119862233
6.385209821687001,4.341113,2.044096731171864,32.01299234097533
1.7039172006388097,2.6904173,0.986500089095077,57.89601095201291
0.15926220780895103,0.68044305,0.5211808406682218,327.2470273006788
1.43704533745565,1.9579554,0.5209100229569477,36.24868397536024
2.6445683469538404,2.8583527,0.21378431417897215,8.08390202602329
0.6516017134505319,0.45350012,0.19810159161863794,30.402251487277184
