y_true,y_pred,y_std,abs_error,rel_error_%
9.992176,7.478912,1.1136185,2.5132642,25.15232
6.8516145,6.1453533,0.9061949,0.70626116,10.307952
41.635715,39.766018,0.9476873,1.8696976,4.49061
9.097072,7.076229,1.1550963,2.0208426,22.21421
39.238155,40.697247,0.9212812,1.4590912,3.7185519
3.8314269,4.625236,0.9647305,0.7938092,20.71837
28.529457,29.35713,1.0819513,0.82767296,2.901117
38.613213,39.02627,0.90596837,0.41305923,1.0697355
10.131597,9.625879,2.092881,0.5057173,4.9914865
36.765923,37.069977,0.899573,0.30405426,0.8270002
20.412897,18.56204,0.98723024,1.8508568,9.067095
9.675321,9.454884,2.1870348,0.22043705,2.2783437
15.875248,12.836227,0.95496446,3.0390205,19.143137
42.469753,41.862152,0.98373336,0.60760117,1.430668
3.9234092,4.357668,1.06226,0.4342587,11.068401
41.886868,41.91392,0.9446204,0.027053833,0.06458786
5.320159,4.071534,1.0304744,1.2486248,23.46969
28.849482,28.00678,1.0100127,0.84270096,2.9210262
25.608797,31.526514,1.3695863,5.917717,23.108143
4.8478656,6.5380545,1.3318319,1.6901889,34.864597
48.99216,41.18032,0.9341523,7.81184,15.945082
19.173351,17.615814,0.981489,1.5575371,8.123447
37.642372,37.683525,0.95643836,0.041152954,0.10932615
35.372566,33.096764,0.9723912,2.2758026,6.433807
30.437775,29.422853,0.97523683,1.0149212,3.3344133
37.73937,37.24437,0.8793846,0.49499893,1.3116249
5.548533,6.498392,1.031772,0.94985914,17.119104
43.04542,42.23056,1.0452088,0.8148613,1.8930266
33.49669,32.27493,0.9526583,1.2217598,3.6474047
44.35025,44.45799,0.9680276,0.107738495,0.24292646
43.00232,41.972942,0.9883606,1.029377,2.393771
8.271277,10.643244,1.0917342,2.3719664,28.677147
7.508695,6.9974556,2.0536232,0.5112395,6.808634
8.790381,7.5113783,0.9561244,1.2790031,14.55003
6.0919805,6.026612,0.9933724,0.06536865,1.073028
39.98744,32.956734,1.2208003,7.0307045,17.582283
10.887459,10.35218,1.4140873,0.5352793,4.916476
6.1824236,6.303498,0.9657677,0.1210742,1.9583614
10.989715,6.952226,1.4703019,4.0374885,36.738792
12.742585,13.577737,1.5051244,0.8351517,6.554021
17.693617,19.679262,1.2687637,1.9856453,11.222383
3.5229325,4.0357275,1.0018386,0.512795,14.555912
39.31496,37.969475,0.9181094,1.3454857,3.422325
2.5711162,1.941019,1.4866189,0.63009715,24.506756
27.618105,26.664753,1.0771679,0.953352,3.4519095
5.8516293,6.3173146,0.9539113,0.46568537,7.9582167
43.82874,43.68083,0.9082477,0.14791107,0.3374751
20.516796,19.479918,0.8777129,1.0368786,5.0538034
3.6593661,4.7603426,0.8914517,1.1009765,30.086535
4.7581162,6.381458,1.1233156,1.6233416,34.117317
12.606079,10.86516,0.9748253,1.7409191,13.810156
11.184996,9.404728,0.9456276,1.7802677,15.91657
40.1181,41.18869,0.90517855,1.070591,2.6685984
40.639847,36.784138,0.90976,3.855709,9.48751
32.795654,33.695187,0.9984777,0.8995323,2.74284
42.74931,42.584705,1.0062077,0.16460419,0.38504526
39.64753,42.35052,1.0937977,2.7029915,6.817553
6.9279604,6.1790752,1.1213671,0.74888515,10.809606
11.391258,8.765909,0.9209916,2.625349,23.04705
5.7227015,4.4792633,1.0550538,1.2434382,21.728168
3.3255205,4.3265123,0.9428856,1.0009918,30.100306
35.603527,36.851566,1.0556498,1.2480392,3.5053809
6.248488,6.3369455,0.9332793,0.088457584,1.4156638
13.488437,13.987518,0.9683829,0.4990816,3.7000701
1.9007152,3.4650078,0.9951603,1.5642926,82.30021
12.86087,10.967506,1.2414199,1.893364,14.721896
18.255224,14.504345,0.97411555,3.7508793,20.54688
40.573303,40.89068,0.9616537,0.31737518,0.7822266
3.677331,4.8594675,1.2655056,1.1821365,32.14659
4.988371,5.0719967,0.90604573,0.08362579,1.676415
8.672948,7.211245,1.2866272,1.4617028,16.853588
42.14898,41.070126,0.86099553,1.0788536,2.5596197
18.695513,19.23702,0.9721388,0.5415077,2.8964581
39.98345,40.76105,0.886652,0.77759933,1.9448029
32.768806,33.82008,1.0339235,1.0512733,3.2081528
5.292082,5.2571554,0.9186341,0.034926414,0.65997493
39.64825,37.829605,0.95064753,1.8186455,4.5869503
8.450759,10.579144,1.0006982,2.1283846,25.18572
4.7503204,4.9824476,0.9869346,0.23212719,4.8865585
22.34785,20.252352,0.95434284,2.095499,9.376736
12.316796,9.172626,1.1401125,3.1441708,25.527506
7.8170056,7.450445,0.91225255,0.36656046,4.689269
22.17574,22.505808,1.0301634,0.3300686,1.488422
10.603712,9.7295685,1.3139594,0.8741436,8.243751
42.855793,43.11122,0.9454567,0.2554283,0.5960182
41.57075,41.343327,0.87419957,0.22742462,0.54707843
1.8345243,2.903832,1.00514,1.0693077,58.28801
4.1077757,4.61637,0.9845914,0.5085945,12.381263
18.365318,20.97714,0.9993281,2.6118221,14.221492
5.0897293,6.5314026,0.98935825,1.4416733,28.325146
17.505976,15.861061,0.90319884,1.6449146,9.396303
19.277147,17.227022,1.0258764,2.0501251,10.635003
38.49028,38.844677,0.94234,0.35439682,0.9207437
40.055004,41.41415,0.9443937,1.3591461,3.3931992
5.642189,5.1311083,0.96896327,0.51108074,9.0582
17.50298,15.964281,0.9013457,1.5386982,8.791064
4.4320793,6.3678436,1.2525785,1.9357643,43.676212
5.8368855,5.950763,1.0073191,0.11387777,1.9510024
14.633358,12.865933,0.9997026,1.7674246,12.0780525
39.506805,40.44368,0.9690984,0.9368744,2.3714254
6.216016,6.0707836,1.0060191,0.1452322,2.3364193
43.470448,44.292957,0.96467763,0.82250977,1.8921125
2.7442157,3.9273627,1.540225,1.183147,43.114212
26.225262,25.387596,1.314499,0.83766556,3.194117
16.279694,14.49564,0.92516625,1.7840538,10.958768
7.9980597,6.647442,0.9997968,1.3506179,16.886818
34.821587,35.431396,0.8975541,0.6098099,1.751241
2.3610213,2.272572,1.2485831,0.08844924,3.746228
37.270924,38.63091,0.91084564,1.3599854,3.6489177
33.978752,34.131313,0.9600381,0.15256119,0.44898996
13.695385,11.626921,0.90595156,2.0684643,15.103368
43.983273,43.236336,1.0605291,0.7469368,1.6982292
6.559124,7.131545,1.5725106,0.5724211,8.727097
17.324457,18.65971,1.2573931,1.3352528,7.707328
8.234799,6.551202,1.0326953,1.6835976,20.444914
7.879447,7.579428,0.9805018,0.3000188,3.8076122
41.832043,41.644962,0.9467862,0.18708038,0.4472179
14.035548,17.396069,0.9414895,3.3605204,23.942923
41.36794,42.466457,0.93487275,1.0985184,2.6554825
19.389124,20.485655,1.0752884,1.0965309,5.6553917
