y_true,y_pred,y_std,abs_error,rel_error_%
8.758362,8.940486,0.857006,0.18212414,2.0794315
10.410455,9.097839,0.8382109,1.3126154,12.608626
8.87028,9.362065,1.164489,0.49178505,5.5441885
6.808134,7.8171606,0.8599842,1.0090265,14.820896
6.795736,9.657219,0.84158295,2.861483,42.10704
8.401926,8.173763,0.9220081,0.22816277,2.7156007
1.416794,7.163721,0.8918846,5.7469273,405.62903
9.746267,10.0670185,0.84396493,0.3207512,3.2910156
10.496245,9.850632,0.84113437,0.6456137,6.1509013
9.258432,8.833322,0.86446875,0.42511082,4.591607
10.877671,10.755264,0.83953106,0.12240696,1.1253048
9.708945,9.324296,0.84005857,0.38464928,3.961803
7.466505,7.188531,0.84152967,0.27797413,3.7229483
8.294346,8.789982,0.83986557,0.495636,5.975589
7.7175794,8.28112,0.92696637,0.56354094,7.302043
7.5332847,8.569373,0.8977533,1.0360885,13.753476
9.311883,10.168066,0.84465873,0.85618305,9.194521
8.118774,7.395458,0.8836082,0.7233162,8.90918
9.096244,8.583987,0.844578,0.5122566,5.6315184
6.571733,7.4186077,0.8373392,0.8468747,12.886626
6.6921577,6.0461183,0.89355516,0.6460395,9.65368
10.853406,9.599345,0.84410983,1.2540607,11.554537
10.7208605,10.024699,0.83811474,0.69616127,6.4935203
8.556629,8.728677,0.8802322,0.17204762,2.0106938
8.720841,9.76055,0.85798746,1.0397081,11.922108
8.647361,8.1435,0.8590886,0.5038605,5.8267546
10.113568,9.208843,0.8399101,0.9047251,8.945656
7.5004463,7.713662,0.9261901,0.21321583,2.8427086
8.028242,9.688129,0.8451949,1.6598873,20.675602
8.241168,8.462979,0.8412815,0.2218113,2.691503
8.317812,9.145837,0.84426516,0.82802486,9.954841
9.015155,8.110401,0.9562032,0.9047537,10.03592
7.953644,9.307202,0.8600139,1.3535585,17.018093
7.7291427,8.361104,0.8387918,0.63196135,8.176345
6.4160266,6.7386494,0.8474188,0.32262278,5.0283885
8.128701,9.10317,0.839126,0.9744692,11.988006
8.542274,7.7079077,0.8371584,0.8343668,9.767501
9.067082,9.05479,0.84915376,0.012292862,0.13557681
8.665575,10.275067,0.84869343,1.6094923,18.573404
8.235551,7.9608965,0.84167475,0.2746544,3.334985
8.279795,7.851225,0.85809696,0.4285698,5.176092
9.799822,9.580059,0.8445749,0.2197628,2.2425184
8.69173,8.563349,0.8533795,0.12838078,1.4770452
9.6608515,9.50406,0.8394629,0.15679169,1.6229593
8.942297,8.497661,0.8605009,0.44463634,4.9722834
11.423092,9.38674,0.90602446,2.0363522,17.82663
8.341791,8.193069,0.84655654,0.1487217,1.7828509
10.145866,9.398417,1.0019221,0.7474489,7.3670287
13.18301,10.924078,0.8614404,2.258932,17.135178
8.335841,9.39052,0.8427663,1.0546789,12.65234
9.811664,8.831565,1.0194054,0.9800987,9.989119
9.7134,8.306726,0.8401593,1.4066734,14.481782
7.8316646,9.447497,0.84484816,1.6158328,20.632048
9.202746,7.935459,0.85429984,1.2672873,13.770751
9.746853,8.600261,0.8393388,1.1465921,11.763716
8.590913,9.950273,0.8524884,1.3593597,15.823228
8.779446,8.699507,0.8397733,0.07993889,0.9105232
7.2728343,6.2489223,0.8931463,1.023912,14.078583
9.511254,10.322794,0.83908194,0.81153965,8.532414
9.109522,8.027743,0.836185,1.0817785,11.875251
9.115608,9.922496,0.8625559,0.8068876,8.851715
8.346905,7.717368,0.8439904,0.6295366,7.5421567
8.599683,9.17374,0.84072125,0.5740576,6.6753345
9.056276,8.9694605,0.8569242,0.086815834,0.95862615
10.214681,9.661353,1.092681,0.55332756,5.4169836
10.066997,9.976653,0.8520262,0.090343475,0.8974223
11.446279,9.855679,0.8846747,1.5906,13.896219
8.502286,9.731355,0.8554567,1.2290688,14.455745
7.192204,7.217161,0.9364162,0.02495718,0.34700322
7.1344953,7.848181,0.8488535,0.7136855,10.003308
9.435244,8.66009,0.8468348,0.77515316,8.215508
7.8310585,9.952537,0.8459396,2.121478,27.090567
8.649295,8.102989,0.83796054,0.54630566,6.3161874
10.590059,9.402993,0.8379156,1.1870661,11.209249
7.509906,8.703524,0.89733416,1.1936178,15.893912
7.8862453,8.242699,0.85423285,0.35645342,4.519938
9.127774,9.6123495,0.8491057,0.48457527,5.3087997
7.4434295,8.158852,0.841106,0.71542215,9.611459
10.665024,9.6748295,0.85872215,0.9901943,9.284502
9.402991,8.6525345,0.8728521,0.7504568,7.981044
9.819515,8.347274,0.83838236,1.4722414,14.993014
8.5623045,8.702079,0.8695489,0.13977432,1.6324381
8.686944,8.930397,0.8482045,0.24345303,2.8025165
8.706219,8.027981,0.8654098,0.6782379,7.79027
8.426312,9.538573,0.85826117,1.1122608,13.199853
