y_true,y_pred,y_std,abs_error,rel_error_%
2.9268773,3.1307478,3.8763592,0.20387053,6.9654627
2.3225555,2.0719829,2.8794568,0.25057268,10.788663
0.5206964,0.55311,1.4658873,0.032413602,6.225048
0.6364367,0.57603943,1.5226332,0.060397267,9.489909
0.5402089,0.74920297,1.651623,0.20899409,38.687645
0.4815105,0.46136388,1.3764278,0.020146608,4.1840434
0.47024852,0.45547673,1.3703393,0.014771789,3.1412728
0.4799185,0.45235547,1.383779,0.027563035,5.743274
1.9683063,1.238101,2.1569571,0.7302053,37.098156
2.1894615,1.44045,2.3021498,0.7490115,34.209854
0.6186705,0.77002656,1.6919297,0.15135604,24.464724
0.552048,0.5419352,1.448831,0.010112822,1.8318737
0.40057614,0.46585405,1.381236,0.065277904,16.296003
0.6369238,0.751017,1.6445847,0.114093184,17.913162
1.3423173,0.86764586,1.8411274,0.47467148,35.36209
1.5451823,1.3475049,2.2162883,0.1976775,12.79315
0.48877007,0.5458193,1.4553512,0.057049215,11.671995
0.5675154,0.6572784,1.6105582,0.089763045,15.816849
0.47328344,0.59452724,1.4999285,0.121243805,25.617588
0.5250684,0.61501753,1.5269256,0.08994913,17.130936
0.8509563,0.75095296,1.6408888,0.10000336,11.751879
0.7001231,0.79401636,1.6806103,0.09389329,13.410969
0.6756624,0.67329574,1.5729245,0.002366662,0.35027286
1.3965425,1.2687137,2.126915,0.12782884,9.153236
0.6259467,0.64256334,1.5404785,0.016616642,2.6546419
4.3502364,5.7368875,6.3954024,1.386651,31.875301
8.007718,3.596994,4.3306427,4.410724,55.080914
0.860038,0.7134831,1.6080246,0.14655489,17.040514
0.55249715,0.64487207,1.5509064,0.09237492,16.719528
3.249843,4.981157,5.6436567,1.731314,53.273773
1.580361,1.1640813,2.0356016,0.41627967,26.340797
0.8175665,0.7776681,1.6660296,0.039898396,4.880141
0.6158411,0.6040127,1.5030005,0.011828363,1.9206842
0.8067516,0.98889065,1.8725493,0.18213904,22.576841
0.60388726,0.68275905,1.5909989,0.07887179,13.06068
1.5552974,1.859709,2.6820102,0.30441165,19.572569
0.9133341,0.8354764,1.7208748,0.07785767,8.524556
2.1278038,1.4726138,2.354347,0.65519,30.791842
0.7669942,0.8121146,1.6975337,0.045120418,5.882759
0.7359691,0.7150172,1.6951286,0.020951927,2.8468485
1.7272186,1.4445128,2.296675,0.28270578,16.36769
