y_true,y_pred,y_std,abs_error,rel_error_%
9.71283,8.138591,1.0157719,1.5742388,16.207829
4.6965146,4.340216,1.5680757,0.35629845,7.586444
7.949993,12.378807,1.4351884,4.428814,55.7084
6.115449,11.785772,1.0604789,5.6703234,92.7213
38.037743,22.348454,1.0897682,15.689289,41.246635
5.1892786,1.9745641,1.9714565,3.2147145,61.94916
12.21197,15.067173,1.0489308,2.8552027,23.38036
8.344105,3.9149632,2.016301,4.4291415,53.08109
1.2351985,2.2003891,1.9051374,0.96519065,78.14053
7.0016313,9.764102,2.6092486,2.7624707,39.454674
3.3062687,5.744763,2.5013194,2.4384942,73.75366
4.8583593,4.792322,2.667773,0.06603718,1.3592485
2.375266,4.095653,2.5907419,1.720387,72.42923
1.9888731,2.5183716,2.2466989,0.52949846,26.623037
10.890972,11.83322,1.1428838,0.9422474,8.651637
22.173788,20.035664,1.0152262,2.1381245,9.642576
2.4886644,4.258211,1.6231261,1.7695467,71.10428
18.744673,15.759298,1.0030111,2.9853745,15.926522
6.663862,3.433444,2.7755578,3.2304182,48.476665
15.11505,25.49985,1.4634236,10.384799,68.705025
29.522171,30.939516,1.4057692,1.417345,4.800951
10.731338,2.1389804,2.8028615,8.592358,80.06791
3.5641925,3.2014544,2.524221,0.36273813,10.177287
5.7163806,5.9106197,1.1079764,0.19423914,3.3979392
8.289033,1.6416162,1.8199706,6.6474166,80.19532
3.763016,5.4879355,2.5828993,1.7249196,45.838753
14.033835,15.041405,0.9563359,1.0075693,7.1795716
3.1036716,5.622263,2.632682,2.5185914,81.14877
23.817232,17.553259,1.5819488,6.263973,26.300173
8.623114,9.122129,1.2172382,0.4990158,5.7869563
19.682663,20.188883,1.0005448,0.50621986,2.5719073
17.293528,17.51797,1.2250897,0.22444153,1.2978355
42.792107,44.437397,1.1057104,1.6452904,3.8448455
8.729787,7.689041,2.7008004,1.0407457,11.921777
3.8541453,7.9444113,2.4094229,4.090266,106.12641
6.923245,7.0809693,2.5232484,0.15772438,2.2781858
4.5921597,4.6850557,2.7388794,0.092895985,2.0229259
