y_true,y_pred,y_std,abs_error,rel_error_%
1.5335869,1.244346,0.9275985,0.28924084,18.860415
0.9224673,0.33240306,1.3051659,0.5900642,63.96587
2.1394494,4.5780697,1.0815951,2.4386203,113.98355
1.8385102,1.9737728,1.0774661,0.13526261,7.3571854
1.9534298,1.4913102,0.98062027,0.46211958,23.656832
1.183592,0.059001446,1.238248,1.1245905,95.01505
0.7806506,0.8525186,0.8999057,0.071868,9.206167
0.9314477,0.064288735,1.2901474,0.86715895,93.09798
0.6129915,0.0,1.1548467,0.6129915,100.0
1.4104224,0.83413583,1.3923801,0.5762866,40.85915
1.1682818,2.1863947,1.3630515,1.0181129,87.14617
0.7203153,1.0781344,1.3425417,0.35781914,49.67535
1.0194927,1.442555,1.4007828,0.4230622,41.497326
0.4258643,0.7465668,1.2573397,0.32070246,75.30626
1.4849329,1.1197639,0.8857048,0.36516905,24.591621
1.5673856,1.0617266,1.0322134,0.505659,32.261303
0.6539303,0.79650366,1.1926775,0.14257336,21.80253
1.555498,1.4790921,0.9646821,0.07640588,4.9119883
0.7088794,0.8589739,1.4104983,0.15009451,21.17349
0.81761044,0.9039525,1.410491,0.08634204,10.56029
8.075348,3.7094476,1.2304889,4.3659,54.064545
1.4310474,0.8589766,1.4104983,0.57207084,39.975674
0.6036366,0.6917716,1.281179,0.088135004,14.600672
1.5356683,1.3924843,0.9341901,0.14318395,9.323885
1.5796652,0.0,1.1267918,1.5796652,100.0
0.72174865,1.0774026,1.3476479,0.35565394,49.276707
1.1051289,0.9960274,0.93274283,0.109101474,9.872285
1.3445661,1.8892767,1.3469745,0.54471064,40.512
1.1724433,0.9461736,1.0670813,0.22626966,19.298986
1.436736,1.7309916,0.99471414,0.2942556,20.48084
1.511244,0.9863631,0.9803273,0.52488095,34.731712
1.030859,1.637741,1.1164794,0.606882,58.871483
18.904469,11.517636,1.076428,7.386832,39.07453
1.4349166,0.8593569,1.4104908,0.57555974,40.111023
1.008995,0.8187806,1.4070715,0.19021446,18.851873
1.4801826,0.85898125,1.4104983,0.6212014,41.967888
1.2163131,0.8912034,1.3847924,0.32510972,26.729113
2.6613288,2.1221702,1.3044872,0.5391586,20.258999
0.45243603,0.9079247,1.4064152,0.45548868,100.67471
1.4613028,1.5224664,1.2629727,0.061163664,4.1855574
1.0701756,0.15656471,1.3091267,0.91361094,85.370186
1.2374222,0.40185025,1.284821,0.835572,67.525215
1.3751706,1.4059548,1.3538859,0.03078425,2.2385767
1.6736085,1.6173358,0.9633367,0.056272745,3.36236
1.0601903,1.4703329,0.90102524,0.41014254,38.68575
1.638201,0.93094444,1.3168594,0.70725656,43.172756
1.257438,0.8589766,1.4104983,0.39846134,31.68835
0.35065877,0.0,1.1374791,0.35065877,99.99999
0.76404506,0.85941106,1.4104983,0.095366,12.481725
0.5256875,0.5741073,1.3007425,0.048419774,9.210752
1.18232,0.7139714,1.3290396,0.46834862,39.61268
0.083686024,0.3439508,0.9042037,0.26026478,311.0015
1.6834491,1.4543576,1.0065576,0.22909153,13.608461
0.0657522,0.94765687,1.4103111,0.88190466,1341.255
1.4656808,1.1844261,1.3671749,0.28125477,19.18936
0.9793265,1.5704895,1.0711721,0.59116304,60.364243
0.067567945,0.96417797,1.4021506,0.89661,1326.9755
0.21691152,0.5298716,0.97357875,0.31296006,144.28004
1.463327,1.4996766,0.98579764,0.036349535,2.4840336
1.1207875,1.0075231,0.9281126,0.11326444,10.105791
1.4704754,1.291457,1.309103,0.17901838,12.174184
1.3687204,0.8586731,1.4104981,0.5100473,37.264534
0.8469044,1.1637553,1.1240662,0.3168509,37.41283
0.8841224,0.85901535,1.4104983,0.025107026,2.8397682
1.9288356,1.3450038,0.9284567,0.5838318,30.268612
0.8219659,0.84756553,1.0716202,0.025599658,3.114443
0.9696798,1.0969732,1.3554889,0.12729341,13.127365
26.263496,13.088331,1.0075957,13.175165,50.16531
0.75169444,0.85897666,1.4104983,0.10728222,14.272052
1.4806157,1.4604375,1.23732,0.020178199,1.3628248
0.18876939,1.0196469,1.2187948,0.8308775,440.1548
0.36790168,1.0142698,1.3940154,0.64636815,175.69046
8.762011,3.1138473,1.2992716,5.6481633,64.46196
1.4976293,1.9507796,0.94874173,0.45315027,30.25784
0.4326306,9.501971,0.9648123,9.069341,2096.3245
0.39421117,1.0179019,1.4094142,0.6236907,158.21234
1.3705795,1.3010216,0.93284947,0.069557905,5.075073
1.2855686,1.4674356,0.89147395,0.181867,14.146814
1.9826734,1.9345497,1.0489787,0.048123717,2.4272134
0.4397397,0.37691438,1.2408942,0.06282532,14.286934
0.6041706,0.79867697,1.278309,0.19450635,32.193943
2.4768791,0.45239013,1.2275165,2.024489,81.73548
0.7835037,1.0780739,0.9844325,0.29457015,37.596523
1.3583871,1.2220346,1.3476402,0.13635254,10.037827
1.526763,0.67730916,1.1827309,0.8494538,55.63757
