y_true_orig,y_pred_orig,abs_error,rel_error_percent
13.28212,1.9059964,11.376123,85.6499
11.02927,0.17827326,10.850997,98.38364
10.840944,0.04345193,10.797492,99.59918
10.71056,0.007162695,10.703397,99.93313
10.701094,7.993069e-27,10.701094,100.0
10.702171,0.07685496,10.625317,99.281876
10.925101,0.3125592,10.612542,97.13908
10.529575,0.00011949937,10.529456,99.99886
10.914056,0.4084969,10.505559,96.25715
10.434607,0.0011895526,10.433417,99.988594
13.382711,2.9620063,10.420705,77.86691
10.980439,0.5718445,10.408595,94.79215
10.444578,0.090621695,10.353956,99.132355
10.355914,0.03715392,10.31876,99.64123
10.96269,0.6618992,10.300791,93.96226
10.28031,0.057301953,10.223008,99.44261
11.47672,1.4422624,10.034457,87.43315
10.018995,1.7591112e-05,10.018978,99.99983
11.562897,1.6084884,9.954409,86.089226
9.967888,0.06042769,9.90746,99.393776
10.23347,0.34035918,9.893111,96.67406
10.663012,0.79683053,9.866181,92.52716
9.818435,0.010925656,9.807509,99.888725
10.204327,0.40635943,9.797967,96.01777
9.779064,0.025245719,9.7538185,99.74184
10.351974,0.6055721,9.746402,94.150185
10.115162,0.38128522,9.733876,96.23055
11.336033,1.7570422,9.578991,84.50038
10.324918,0.7575642,9.567353,92.66276
10.246129,0.734644,9.511485,92.83003
10.343498,0.86377823,9.47972,91.64907
9.5177965,0.038979203,9.478817,99.59046
9.454173,0.002756625,9.451416,99.97084
10.0046625,0.62867373,9.375989,93.716194
9.812233,0.44565383,9.366579,95.45818
10.707034,1.3648636,9.342171,87.25265
9.920678,0.6146099,9.306068,93.804756
9.624012,0.32049936,9.303513,96.66979
9.958238,0.7289087,9.229329,92.68034
10.2667465,1.3134719,8.953275,87.20654
10.912003,2.0043082,8.907694,81.63207
10.09194,1.2711687,8.820771,87.40412
11.3720665,2.7531118,8.618955,75.79057
8.848789,0.27970305,8.569086,96.83908
10.591756,2.0397887,8.551968,80.74174
9.121641,0.8283455,8.293296,90.9189
10.698396,2.5272036,8.171192,76.37773
9.713228,1.5871147,8.126114,83.66028
9.715919,1.6191556,8.096763,83.33502
9.498373,1.490875,8.007498,84.30389
10.474126,2.4677467,8.006379,76.4396
10.529406,2.5325794,7.996826,75.947556
9.826922,1.8334603,7.993462,81.342476
8.996246,1.102573,7.8936734,87.74408
12.216128,4.345391,7.8707376,64.42906
11.840259,4.0651026,7.775156,65.667114
11.314971,3.6440253,7.6709456,67.794655
13.038676,5.4637055,7.5749707,58.096165
10.121617,2.6301868,7.4914303,74.01416
10.810254,3.3208752,7.489379,69.28032
12.84551,5.391267,7.4542427,58.02995
12.099491,4.668874,7.4306173,61.41264
10.90766,3.4853454,7.422314,68.046814
12.087707,4.787275,7.3004317,60.395504
8.075401,0.7954583,7.279943,90.14961
10.520251,3.2647128,7.2555385,68.96735
8.22968,0.9767841,7.252896,88.13096
10.755194,3.5063727,7.2488213,67.39833
10.445456,3.2527666,7.192689,68.859505
10.198898,3.0833855,7.115513,69.76746
10.195144,3.2050571,6.9900866,68.562904
9.794602,2.8422353,6.952367,70.98161
9.7041,2.7719023,6.9321976,71.43576
10.556739,3.7318394,6.8248997,64.6497
10.549247,3.7498653,6.7993813,64.45371
8.209313,1.4921874,6.717126,81.823235
11.949307,5.2336354,6.715672,56.201347
9.314609,2.6583152,6.6562934,71.46079
12.877066,6.2244754,6.6525903,51.662315
10.236239,3.5997088,6.636531,64.83368
10.991609,4.4094715,6.582137,59.88329
13.462571,6.9369264,6.525645,48.4725
9.46617,2.9819448,6.4842253,68.49893
10.5513525,4.141901,6.4094515,60.745304
9.333655,2.9306364,6.403019,68.6014
9.799093,3.4228072,6.376286,65.07016
10.337552,3.9718199,6.365732,61.57872
11.207403,4.870376,6.337027,56.543224
10.701373,4.368138,6.3332353,59.181522
10.334798,4.013533,6.3212647,61.16486
6.6515083,0.351251,6.300257,94.71922
11.99014,5.6920424,6.2980976,52.527306
1.5288702,7.815599,6.286729,411.20096
10.99573,4.7694917,6.2262387,56.624153
11.086509,4.8710732,6.2154355,56.063057
9.570916,3.3769097,6.1940064,64.716965
10.293675,4.1513863,6.142289,59.670517
0.82884634,6.9454947,6.116648,737.9713
0.011798932,6.098384,6.086585,51585.9
10.295179,4.252692,6.042487,58.692394
10.840445,4.9073143,5.9331303,54.73143
11.056301,5.1445265,5.9117746,53.469734
7.937285,2.0557675,5.8815174,74.09986
10.791289,4.919146,5.8721433,54.41559
10.187275,4.356175,5.8311,57.239056
12.505111,6.6830707,5.82204,46.55728
10.351485,4.565213,5.786272,55.897987
9.8303175,4.05221,5.7781076,58.778446
10.320109,4.5427904,5.777319,55.98118
10.676204,4.9107656,5.765438,54.0027
12.614735,6.8996177,5.715117,45.30509
8.140891,2.4544227,5.686468,69.850685
11.28538,5.6505914,5.634789,49.929985
8.721959,3.1002052,5.6217537,64.45517
10.833294,5.23876,5.594534,51.642036
12.485293,6.895401,5.5898924,44.771816
10.285368,4.7250967,5.5602713,54.06001
0.47797918,6.0166507,5.5386715,1158.7683
11.387081,5.878636,5.5084453,48.374516
10.751492,5.254833,5.4966583,51.12461
10.044626,4.580327,5.464299,54.400227
0.9755543,6.434116,5.4585614,559.53436
7.8867817,2.484667,5.402115,68.49581
9.662043,4.3026133,5.3594294,55.468906
11.901969,6.641671,5.260298,44.196873
10.423055,5.2182045,5.20485,49.93594
10.526824,5.3540273,5.1727967,49.139194
11.873406,6.712229,5.1611776,43.46838
10.83606,5.681094,5.1549654,47.572323
7.5325294,2.3899007,5.1426287,68.27227
11.0463,5.9245777,5.121722,46.365955
3.9201703,9.041415,5.121245,130.63834
10.495179,5.412268,5.082911,48.430912
1.3871388,6.4447923,5.0576534,364.61047
12.184149,7.15848,5.0256686,41.247597
5.0985904,10.037182,4.9385915,96.8619
10.014377,5.0858316,4.928545,49.214695
8.806248,3.8847098,4.921538,55.886887
8.842377,3.9377441,4.9046326,55.467358
11.038161,6.173967,4.8641944,44.06707
10.831355,5.975209,4.856146,44.83415
9.806541,4.985578,4.8209634,49.16069
9.941724,5.121093,4.820631,48.488884
3.8210938,8.628516,4.8074226,125.81273
5.0419555,9.837018,4.7950625,95.10323
11.075021,6.2855554,4.7894654,43.245655
9.465765,4.690347,4.775418,50.44936
10.448064,5.6861534,4.7619104,45.576965
0.52131647,5.245102,4.7237854,906.1263
9.902586,5.19719,4.705396,47.51684
9.887019,5.1901946,4.6968246,47.504963
10.864829,6.170109,4.6947203,43.210255
11.148821,6.457118,4.691703,42.082504
13.855217,9.17009,4.6851273,33.814896
10.257934,5.595007,4.6629267,45.456783
12.073747,7.4125686,4.661178,38.605896
10.5145035,5.882998,4.6315055,44.048733
10.873491,6.264663,4.608828,42.38591
5.2782087,9.842347,4.5641384,86.47135
11.066759,6.503429,4.56333,41.234566
10.801941,6.2608147,4.5411263,42.03991
0.06741696,4.5914054,4.5239882,6710.4604
9.148287,4.6266756,4.521611,49.42577
9.730928,5.2230487,4.5078797,46.32528
8.825003,4.3180614,4.5069413,51.07014
11.76149,7.26286,4.49863,38.24881
9.612651,5.137249,4.475402,46.557415
9.722189,5.253825,4.468364,45.96047
11.808226,7.3771334,4.4310923,37.52547
4.8688946,9.275858,4.4069633,90.51261
10.4289665,6.0343933,4.394573,42.13815
0.030686522,4.422851,4.3921647,14313.009
0.01404941,4.393877,4.3798275,31174.459
11.478032,7.112158,4.3658743,38.036785
1.5568233,5.919255,4.3624315,280.21368
1.6271508,5.971681,4.34453,267.0023
12.561632,8.23046,4.331172,34.47937
11.542796,7.224642,4.3181543,37.40995
4.991124,9.308741,4.3176165,86.5059
2.0645092,6.375898,4.311389,208.8336
12.195684,7.8845363,4.311148,35.349785
11.642706,7.3359227,4.306783,36.991257
11.26789,6.961726,4.306164,38.21624
2.474959,6.7786884,4.3037295,173.89095
5.702535,10.005887,4.303352,75.46384
7.624026,3.3339632,4.290063,56.27031
9.690385,5.412019,4.278366,44.15063
11.808989,7.540487,4.2685018,36.14621
0.0103589315,4.278439,4.26808,41201.934
10.873976,6.6154714,4.2585044,39.16235
0.87443393,5.131918,4.257484,486.88455
10.546825,6.298257,4.2485685,40.282913
4.025599,8.263924,4.2383246,105.284325
3.5184913,7.7470045,4.2285132,120.179726
12.706513,8.490578,4.2159357,33.17933
4.590707,8.79088,4.2001734,91.49296
11.141467,6.9465466,4.1949205,37.65142
5.048099,9.238989,4.19089,83.01917
11.154751,6.96652,4.188231,37.54661
4.5687404,8.737601,4.168861,91.24749
4.9171705,9.064737,4.147567,84.34865
10.679591,6.5515547,4.1280365,38.653507
10.42365,6.296098,4.1275516,39.59795
13.719166,9.602622,4.116544,30.005789
12.641295,8.528919,4.112376,32.53129
11.102564,7.002002,4.100562,36.93347
13.723169,9.624803,4.0983667,29.864578
13.727811,9.630157,4.0976534,29.849285
11.472279,7.3824267,4.089852,35.649868
11.1504545,7.0615816,4.088873,36.670013
