y_true,y_pred,y_std,abs_error,rel_error_%
1.1969409,1.1852074,2.2765546,0.011733532,0.98029333
0.9496431,1.0513227,1.9270645,0.10167962,10.707141
12.544385,7.051158,7.54188,5.493227,43.790325
1.3117995,1.1460652,2.2080371,0.16573429,12.634117
16.967304,6.4724174,7.028013,10.494886,61.85359
8.538807,1.2166734,2.1494198,7.3221335,85.75125
2.8658457,2.5889208,3.3769684,0.27692485,9.662937
0.63835734,4.612154,5.334143,3.9737966,622.5035
0.31277162,1.1796141,2.049049,0.86684245,277.14868
4.406351,3.2960715,4.0973716,1.1102796,25.197256
0.118443035,0.5259001,1.5986142,0.40745708,344.01102
0.18852443,0.66171515,1.5539063,0.47319072,250.99704
0.4343478,2.2534008,3.2011034,1.8190529,418.801
0.83291596,0.85695386,1.8541577,0.024037898,2.8859932
0.58044666,2.0220854,2.845024,1.4416387,248.36711
1.1007453,1.2197924,2.1510544,0.119047046,10.815131
0.9492113,0.61979234,1.5252484,0.32941896,34.70449
1.047676,1.2020435,2.2691183,0.15436757,14.734284
0.88922447,0.73839545,1.6564343,0.15082902,16.96186
18.195528,18.945396,18.791435,0.7498684,4.1211686
9.009975,6.0434537,7.0591397,2.9665217,32.92486
0.8845935,1.0616825,2.1227622,0.17708898,20.019249
1.7912853,1.765235,2.61277,0.02605033,1.4542814
0.88733447,3.6089535,4.312463,2.7216191,306.71854
0.16131301,0.4483349,1.399749,0.28702188,177.92853
0.723752,1.5451894,2.6341233,0.82143736,113.49708
11.04184,3.7677398,4.4733095,7.2741,65.87761
2.282214,2.8825393,4.001305,0.60032535,26.304518
0.91923696,1.0199158,1.9010289,0.10067886,10.952438
0.16530754,0.30894855,1.3264782,0.14364101,86.8932
0.7157717,0.92832005,1.9148977,0.21254838,29.694996
0.76677704,1.0671506,2.1130314,0.30037355,39.17352
0.04087249,0.57136226,1.6562734,0.53048974,1297.914
0.71508807,0.22710454,1.1490135,0.48798352,68.241035
24.817902,2.4493716,3.255901,22.36853,90.13063
0.786117,0.70683503,1.664695,0.079281986,10.085265
0.13210908,4.1854053,4.8668704,4.053296,3068.1436
0.9088734,0.89302385,1.8565686,0.01584953,1.7438656
0.83078194,1.1599095,2.2299266,0.32912755,39.616596
0.9466478,0.9901267,2.057962,0.043478906,4.5929337
0.66354954,1.0158167,1.892947,0.35226715,53.088295
3.506738,1.6168885,2.4571867,1.8898494,53.89195
17.171112,7.0915575,7.571588,10.079555,58.70065
6.150028,5.388892,6.3243227,0.76113605,12.376139
5.7291746,2.6607082,3.4492798,3.0684664,53.558613
0.42613128,1.0354624,2.1550145,0.60933113,142.99141
8.016566,1.4065216,2.3549192,6.6100445,82.45481
0.4295672,0.8226633,1.7246487,0.39309612,91.50981
0.31801352,1.3704059,2.228202,1.0523924,330.9269
0.74564683,0.70571136,1.6032573,0.03993547,5.3558154
0.8780754,0.8878645,1.7829499,0.00978905,1.1148301
26.35284,33.25647,32.252193,6.9036293,26.196907
2.2077174,2.3000002,3.1008415,0.09228277,4.1800084
0.50253236,0.3139451,1.2318568,0.18858725,37.52738
1.636482,1.3118858,2.388379,0.32459617,19.835
0.7997741,0.28652066,1.2312515,0.51325345,64.1748
0.44484103,0.78724504,1.6742141,0.342404,76.97222
