y_true_orig,y_pred_orig,abs_error,rel_error_percent
9.348269,0.0032471507,9.345022,99.96526
10.712591,5.703493,5.009098,46.758976
1.5602674,5.5663533,4.006086,256.75635
12.798399,9.4546385,3.3437605,26.126396
10.97703,7.825989,3.151041,28.70577
12.416624,9.342273,3.0743513,24.75996
6.286188,9.216479,2.9302912,46.614754
9.1639,6.383762,2.7801385,30.33794
11.800618,9.047973,2.7526455,23.326283
6.561737,8.780225,2.2184877,33.809456
5.6903887,7.905377,2.2149882,38.92508
5.1393757,7.341788,2.2024121,42.85369
6.5943837,8.79037,2.1959863,33.300858
9.644193,7.477433,2.1667595,22.466988
6.0331616,8.199457,2.1662955,35.90647
8.716099,6.552975,2.1631236,24.817566
11.076935,8.963509,2.1134262,19.079521
11.113699,9.005166,2.108533,18.972378
11.958787,9.944157,2.0146303,16.846443
7.253462,9.242327,1.9888649,27.419527
10.595613,8.612407,1.9832058,18.717237
7.0033746,8.8721,1.8687253,26.683212
10.425328,8.665646,1.7596827,16.878918
10.792879,9.127752,1.6651268,15.428013
10.725271,9.061301,1.66397,15.51448
10.827654,9.201282,1.6263723,15.020543
10.646513,9.037121,1.6093922,15.116612
8.337635,9.922446,1.5848112,19.007923
10.303224,8.7240305,1.5791931,15.327175
10.245485,8.693955,1.5515299,15.143547
7.440788,8.954818,1.51403,20.347712
10.921328,9.426546,1.4947815,13.686811
6.7195354,5.232485,1.4870505,22.130257
7.953644,9.429801,1.4761572,18.55951
6.5227976,7.975085,1.4522872,22.26479
8.748179,7.3220196,1.4261599,16.30236
10.590576,9.172025,1.4185514,13.394469
10.436621,9.030354,1.4062672,13.474353
7.7716684,9.09727,1.3256016,17.056847
10.208536,8.8869705,1.3215656,12.945691
9.96538,8.653564,1.3118153,13.163725
10.578012,9.270891,1.3071213,12.356965
7.4093337,8.703474,1.2941403,17.466352
7.62842,8.9109125,1.2824926,16.812037
8.161325,9.430062,1.2687368,15.545721
7.751332,9.0135765,1.2622447,16.284231
8.234344,9.44523,1.210886,14.705313
9.9492445,8.801557,1.1476879,11.535428
10.82723,9.709291,1.117939,10.3252535
10.446001,9.328484,1.1175175,10.698041
10.104584,8.988368,1.1162157,11.046627
7.590674,8.703732,1.1130576,14.663489
10.263208,9.153014,1.1101942,10.8172245
7.238425,8.28269,1.0442653,14.426693
7.9565396,8.991437,1.0348973,13.006877
7.017743,8.042512,1.0247688,14.602541
8.576231,7.560757,1.0154738,11.840561
8.239778,9.252067,1.012289,12.285393
10.0649185,9.089981,0.97493744,9.686491
7.457147,8.413946,0.95679903,12.83063
8.068884,9.02202,0.95313644,11.812494
7.7175794,8.669821,0.9522414,12.338602
8.3024435,7.3741655,0.92827797,11.18078
6.9713774,7.891066,0.9196887,13.192353
9.593541,8.716211,0.8773298,9.145005
9.031282,8.163252,0.86803055,9.611377
9.959023,9.11027,0.8487539,8.522462
8.062937,8.899428,0.8364916,10.374527
9.674712,8.838391,0.8363209,8.644401
8.374709,9.208175,0.8334656,9.952173
8.721141,9.547661,0.82651997,9.4772
8.348992,9.1684,0.81940746,9.814447
7.862563,8.64638,0.7838173,9.968979
7.942463,8.712488,0.77002525,9.695044
7.472801,8.23289,0.7600889,10.171406
8.712343,9.457907,0.7455635,8.557554
10.009142,9.312607,0.6965351,6.958989
8.233564,8.899711,0.6661463,8.090618
9.593607,8.958452,0.6351547,6.620604
7.894144,8.515721,0.62157726,7.8739033
8.421914,7.8143873,0.6075268,7.2136426
8.702385,9.287458,0.5850735,6.7231393
6.6921577,7.259371,0.56721306,8.475787
7.1206408,7.6401873,0.5195465,7.2963448
8.186768,8.698231,0.51146317,6.247437
9.866126,9.355007,0.5111189,5.180543
8.051606,8.560334,0.508728,6.318342
8.124649,8.61607,0.49142075,6.0485168
8.350149,8.836373,0.48622417,5.82294
8.454804,7.97596,0.47884464,5.6635804
8.484302,8.933407,0.44910526,5.2933674
9.691332,9.255368,0.43596363,4.4984903
8.668367,8.247753,0.42061424,4.852289
8.465749,8.880775,0.41502666,4.902421
8.537721,8.920565,0.38284397,4.484147
9.181754,9.548,0.36624622,3.988848
9.294441,8.978669,0.31577206,3.3974292
9.07211,9.38267,0.31056023,3.4232414
8.116427,8.411011,0.29458332,3.6294703
8.749615,8.460434,0.28918076,3.3050685
8.799869,9.087226,0.28735733,3.265473
7.065859,7.3466907,0.2808318,3.9744895
8.92401,8.655055,0.26895523,3.0138383
8.131066,7.8780127,0.25305367,3.112183
8.872487,9.118538,0.24605083,2.773189
8.124677,8.3613,0.23662376,2.9124084
8.922158,9.154781,0.2326231,2.6072514
7.7957954,8.024261,0.22846603,2.9306314
8.826282,8.61046,0.21582127,2.4452116
8.904856,8.725972,0.17888355,2.0088315
7.759471,7.8882356,0.12876463,1.6594511
9.578829,9.477508,0.10132122,1.0577621
8.100025,8.177528,0.077503204,0.9568267
9.569571,9.644829,0.075258255,0.7864329
9.287553,9.342784,0.055231094,0.59467864
6.713677,6.752411,0.03873396,0.5769411
9.149813,9.129474,0.020339012,0.22228883
9.219615,9.209381,0.010233879,0.111001156
9.230829,9.221751,0.009078026,0.09834464
9.194686,9.200231,0.0055446625,0.060302902
