y_true_orig,y_pred_orig,abs_error,rel_error_percent
125.96975,27.728445,98.2413,77.98801
34.254456,11.365755,22.8887,66.81963
27.562262,11.807903,15.754358,57.159164
52.538067,36.918484,15.619583,29.730028
24.49946,9.395076,15.104384,61.65191
21.66997,7.082162,14.587808,67.31808
29.214302,19.137938,10.0763645,34.491203
53.931953,44.145626,9.786327,18.145695
46.51775,36.781822,9.735928,20.92949
32.635532,23.048258,9.587275,29.376799
21.350306,12.686344,8.663961,40.580032
11.658342,4.1130223,7.54532,64.72035
12.508557,4.9905567,7.5180006,60.10286
13.270417,20.123636,6.853219,51.64283
32.67401,25.833271,6.84074,20.936335
32.936085,26.102589,6.833496,20.74775
16.955734,10.330885,6.6248493,39.071438
9.4453,16.049381,6.604081,69.919235
11.729093,5.2462173,6.4828753,55.271755
9.710263,3.7076817,6.0025816,61.81688
8.103002,13.882918,5.779917,71.33057
9.945226,4.2020907,5.743135,57.747658
26.406212,20.738422,5.6677895,21.463848
8.097983,13.618522,5.5205383,68.17177
7.797711,2.280944,5.5167665,70.748535
16.9136,22.19903,5.285429,31.249578
15.637518,10.522142,5.1153755,32.712196
46.58072,41.58715,4.9935684,10.720247
8.099159,3.4615135,4.6376457,57.26083
7.199488,11.744763,4.545275,63.133312
5.353687,9.528445,4.1747584,77.979126
14.492693,18.00303,3.5103378,24.221432
7.2203994,10.520154,3.2997546,45.700443
11.594785,14.773658,3.178873,27.416403
21.882792,18.823137,3.0596542,13.982011
39.117775,36.134468,2.983307,7.626474
2.8707204,1.0972762e-05,2.8707094,99.99962
3.457089,6.184244,2.7271552,78.88588
6.524331,3.7977095,2.7266216,41.79159
9.888568,12.441725,2.5531569,25.819279
15.306981,12.841624,2.4653568,16.106094
3.2402036,5.701363,2.4611595,75.95694
8.2340355,10.402443,2.1684074,26.334686
27.489618,25.423893,2.0657253,7.5145655
4.3847747,6.4418707,2.057096,46.91452
7.2959905,5.276406,2.0195847,27.680746
3.4135127,1.4130089,2.0005038,58.60543
9.417469,7.4628716,1.9545975,20.755018
11.73369,9.78306,1.9506302,16.624184
4.039546,5.743436,1.7038898,42.18023
10.995736,9.434265,1.561471,14.200695
3.073404,4.4857316,1.4123275,45.9532
13.619634,14.821337,1.2017031,8.823314
49.00968,50.20199,1.1923065,2.432798
2.3961775,1.2204499,1.1757276,49.0668
2.4103477,3.5751371,1.1647894,48.32454
7.349972,8.4809885,1.1310167,15.3880415
2.1790705,1.0804265,1.098644,50.418015
8.130707,9.207225,1.076518,13.240154
7.6765494,8.709182,1.0326324,13.451777
5.273639,4.2584124,1.0152268,19.250973
2.1580145,3.1225128,0.9644983,44.693783
4.7931895,3.8421779,0.95101166,19.840895
1.5248007,2.4323409,0.9075402,59.518612
1.7875829,2.6611984,0.8736155,48.871326
5.2127175,6.0798807,0.8671632,16.635529
7.1419497,6.3415794,0.8003702,11.206606
1.7742457,2.504965,0.7307193,41.184784
1.2110275,1.9356041,0.7245766,59.831554
10.4164,11.12342,0.7070198,6.787564
1.9493248,1.29441,0.65491486,33.597008
2.3602216,2.9681313,0.6079097,25.756466
7.6581755,8.239536,0.5813608,7.591375
16.44543,15.889442,0.5559883,3.3808072
10.3155575,10.853499,0.53794193,5.2148604
12.669165,13.1717205,0.50255585,3.966764
2.0745852,1.5733597,0.5012255,24.160275
5.009137,4.5224357,0.4867015,9.716274
1.6121761,1.144057,0.46811903,29.03647
1.0283909,1.4551966,0.42680573,41.502285
2.1016402,1.6894822,0.412158,19.611254
11.33856,10.952801,0.38575935,3.40219
7.8999567,8.277386,0.377429,4.7776084
0.6216449,0.98072445,0.35907954,57.762806
4.410291,4.7512665,0.34097528,7.7313547
0.89601994,1.207547,0.311527,34.767868
0.5149686,0.79059434,0.27562577,53.52283
1.3169031,1.0414531,0.27545,20.916496
0.93786025,1.2123263,0.27446604,29.265131
0.87589103,1.1356564,0.25976533,29.657265
4.957125,4.699992,0.257133,5.1871395
0.23946762,0.49487895,0.25541133,106.657974
0.4049823,0.65886223,0.25387993,62.68914
3.719696,3.4745913,0.24510479,6.589377
1.0576824,0.8346168,0.22306561,21.090036
0.2205614,0.0,0.2205614,100.00001
0.23174164,0.44265887,0.21091723,91.01396
0.5260499,0.7338872,0.20783728,39.50904
0.8150554,1.003176,0.1881206,23.080715
0.53952587,0.69921875,0.15969288,29.598743
1.2243255,1.3708503,0.14652479,11.967796
0.29449597,0.44084278,0.14634681,49.693993
0.6171306,0.47314656,0.14398402,23.33121
0.79629034,0.9359088,0.13961846,17.533611
0.6464968,0.7859291,0.13943231,21.567364
2.287888,2.4212582,0.13337016,5.8294005
1.1140479,0.9945023,0.11954558,10.73074
1.1011838,0.9842087,0.11697507,10.622665
1.1891329,1.0818579,0.10727501,9.02128
0.22527945,0.331965,0.10668555,47.356983
0.3298843,0.4292221,0.099337816,30.112926
5.639486,5.5534625,0.08602333,1.5253754
1.2727189,1.3403137,0.06759477,5.3110523
0.96554774,1.0297225,0.06417471,6.6464562
0.9074273,0.8566208,0.050806522,5.5989633
6.6672745,6.6205077,0.046766758,0.7014374
2.5261223,2.4805849,0.04553747,1.802663
0.2365147,0.2207841,0.015730605,6.6510053
0.75847965,0.76874185,0.010262191,1.3529949
0.7787159,0.7772677,0.001448214,0.18597463
