y_true,y_pred,y_std,abs_error,rel_error_%
2.4350703,5.8284526,6.430665,3.3933823,139.3546
8.038001,8.635816,9.028614,0.59781456,7.4373536
21.798893,12.749362,14.909016,9.049531,41.513718
17.192276,16.661077,16.625528,0.5311985,3.089751
6.2303343,5.212339,5.858909,1.0179954,16.339338
25.861357,25.28446,24.701035,0.57689667,2.2307286
25.624779,23.84821,23.534573,1.7765694,6.9330134
18.00384,11.901484,12.138992,6.102356,33.89475
25.645237,26.156054,25.419807,0.5108166,1.9918575
7.077627,7.7364073,9.715197,0.6587801,9.307922
2.656891,3.6941643,4.4069896,1.0372732,39.040863
21.07588,21.267303,20.870087,0.19142342,0.90825826
4.943067,4.6450386,5.307387,0.29802847,6.0292215
11.738315,10.065643,11.133635,1.6726713,14.249672
1.8241668,4.143946,4.8592496,2.3197794,127.16926
8.024095,5.411756,6.0902395,2.6123385,32.55618
6.147562,7.858073,8.295769,1.7105112,27.82422
23.272278,21.43112,20.994717,1.8411579,7.911378
6.3034544,5.4467854,6.066,0.85666895,13.590467
3.9265497,6.2903194,6.9309726,2.3637698,60.19967
9.669041,8.646307,9.29096,1.0227337,10.577406
25.443123,26.822811,26.021008,1.3796883,5.4226375
9.450407,9.503123,9.866127,0.052716255,0.55781996
3.3230183,2.779703,3.6445177,0.5433154,16.350058
26.640461,26.879225,26.09882,0.23876381,0.89624506
6.474873,4.089961,4.7952843,2.384912,36.83334
24.178795,25.668213,24.930828,1.489418,6.1600175
25.53785,24.150898,23.569504,1.3869514,5.430964
10.57371,9.502269,10.701006,1.0714417,10.133072
10.228157,9.167382,9.555063,1.0607748,10.371124
8.52065,9.365435,11.329363,0.84478474,9.914557
17.671139,15.845938,15.805119,1.825201,10.328712
21.245684,23.080341,23.004734,1.8346577,8.635437
25.150745,23.936045,23.524893,1.2147007,4.829681
10.2001295,8.728687,9.103899,1.4714422,14.425721
22.647057,19.798758,19.471138,2.848299,12.576905
26.487553,25.459675,24.803307,1.0278778,3.880607
3.0612535,2.9102547,3.7377903,0.15099883,4.9325814
25.799166,21.804794,21.3998,3.9943714,15.48256
6.7713027,7.678174,8.142565,0.9068713,13.392863
13.336652,14.484079,14.531204,1.1474276,8.603565
4.597882,4.38676,5.0568347,0.21112156,4.5917134
24.456844,23.77272,23.302618,0.684124,2.79727
13.065789,14.157831,14.199301,1.092042,8.358025
18.07214,24.539007,24.485527,6.4668674,35.78363
5.0912395,7.0674095,7.55435,1.9761701,38.815105
26.12476,23.370222,22.848309,2.7545376,10.543782
4.6330237,5.2041664,5.8356233,0.5711427,12.327643
7.5683517,4.8209224,5.5128956,2.7474294,36.301556
5.905672,6.468766,7.0054116,0.56309414,9.534802
24.10701,25.729588,25.915445,1.6225777,6.7307296
25.308617,21.834925,21.816076,3.473692,13.725333
3.1746075,4.041899,4.7240486,0.8672917,27.319653
4.3193235,3.7424736,4.4719934,0.57684994,13.355099
5.3553696,6.32053,6.8689036,0.96516037,18.022293
26.246786,26.764503,25.976564,0.51771736,1.972498
16.125746,13.10181,13.232727,3.0239353,18.75222
21.104618,21.694849,21.269827,0.59023094,2.796691
10.723213,9.6890545,10.016502,1.0341587,9.644113
4.922474,4.915267,5.540315,0.007206917,0.14640842
1.8947941,2.8235767,3.6883526,0.9287826,49.017597
13.3981905,10.815442,11.071246,2.5827484,19.276846
3.2816286,7.04539,7.7884355,3.7637615,114.69188
5.3591614,4.3268337,4.99362,1.0323277,19.262857
3.2971888,8.291035,9.717128,4.993846,151.45769
14.97947,14.256689,14.412649,0.7227812,4.8251452
2.440789,3.9549208,4.663592,1.5141318,62.034523
16.308943,16.567493,16.427368,0.25855064,1.5853305
4.458433,4.8521757,5.5503793,0.39374256,8.831411
2.001429,4.022633,4.727178,2.021204,100.98804
19.49678,17.52773,17.447666,1.9690495,10.099357
4.823222,5.592135,6.1711655,0.7689128,15.941891
25.309053,26.289938,25.58559,0.98088455,3.8756273
11.718389,12.836959,13.122913,1.1185703,9.545428
26.43986,26.456213,25.677809,0.016353607,0.061852098
2.3014886,3.212811,3.9842503,0.91132236,39.59708
5.5009837,4.7914267,5.4543486,0.70955706,12.89873
27.270767,25.53851,24.819582,1.7322578,6.3520684
22.491241,23.173845,22.63926,0.68260384,3.0349762
23.088776,24.218496,23.59361,1.1297207,4.8929434
21.666384,15.919123,16.042957,5.747261,26.526165
18.386106,14.161749,14.410199,4.2243576,22.975815
14.113045,14.876426,14.868549,0.763381,5.4090457
8.097277,6.0076966,6.770513,2.08958,25.805962
11.248173,9.613736,9.939702,1.6344366,14.530685
10.831741,11.584188,12.002735,0.7524471,6.9466867
